Concepto,Fecha,Valor
"Balears, Illes. Vivienda nueva. Índice. ",1735686000000,232.215
"Balears, Illes. Vivienda nueva. Índice. ",1727733600000,210.289
"Balears, Illes. Vivienda nueva. Índice. ",1719784800000,209.282
"Balears, Illes. Vivienda nueva. Índice. ",1711922400000,200.842
"Balears, Illes. Vivienda nueva. Índice. ",1704063600000,198.151
"Balears, Illes. Vivienda nueva. Índice. ",1696111200000,190.5
"Balears, Illes. Vivienda nueva. Índice. ",1688162400000,188.722
"Balears, Illes. Vivienda nueva. Índice. ",1680300000000,178.772
"Balears, Illes. Vivienda nueva. Índice. ",1672527600000,176.211
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1759269600000,1.0
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1751320800000,-1.2
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1743458400000,0.4
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1735686000000,10.4
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1727733600000,0.5
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1719784800000,4.2
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1711922400000,1.4
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1704063600000,4.0
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1696111200000,0.9
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1688162400000,5.6
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1680300000000,1.5
"Balears, Illes. Vivienda nueva. Variación trimestral. ",1672527600000,3.0
"Balears, Illes. Vivienda nueva. Variación anual. ",1759269600000,10.6
"Balears, Illes. Vivienda nueva. Variación anual. ",1751320800000,10.0
"Balears, Illes. Vivienda nueva. Variación anual. ",1743458400000,16.1
"Balears, Illes. Vivienda nueva. Variación anual. ",1735686000000,17.2
"Balears, Illes. Vivienda nueva. Variación anual. ",1727733600000,10.4
"Balears, Illes. Vivienda nueva. Variación anual. ",1719784800000,10.9
"Balears, Illes. Vivienda nueva. Variación anual. ",1711922400000,12.3
"Balears, Illes. Vivienda nueva. Variación anual. ",1704063600000,12.5
"Balears, Illes. Vivienda nueva. Variación anual. ",1696111200000,11.4
"Balears, Illes. Vivienda nueva. Variación anual. ",1688162400000,11.3
"Balears, Illes. Vivienda nueva. Variación anual. ",1680300000000,7.2
"Balears, Illes. Vivienda nueva. Variación anual. ",1672527600000,7.1
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1759269600000,10.6
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1751320800000,9.5
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1743458400000,10.9
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1735686000000,10.4
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1727733600000,10.4
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1719784800000,9.9
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1711922400000,5.4
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1704063600000,4.0
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1696111200000,11.4
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1688162400000,10.3
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1680300000000,4.5
"Balears, Illes. Vivienda nueva. Variación en lo que va de año. ",1672527600000,3.0
"Balears, Illes. Vivienda segunda mano. Índice. ",1759269600000,200.682
"Balears, Illes. Vivienda segunda mano. Índice. ",1751320800000,196.699
"Balears, Illes. Vivienda segunda mano. Índice. ",1743458400000,188.421
"Balears, Illes. Vivienda segunda mano. Índice. ",1735686000000,180.5
"Balears, Illes. Vivienda segunda mano. Índice. ",1727733600000,176.52
"Balears, Illes. Vivienda segunda mano. Índice. ",1719784800000,173.869
"Balears, Illes. Vivienda segunda mano. Índice. ",1711922400000,169.503
"Balears, Illes. Vivienda segunda mano. Índice. ",1704063600000,165.377
"Balears, Illes. Vivienda segunda mano. Índice. ",1696111200000,162.951
"Balears, Illes. Vivienda segunda mano. Índice. ",1688162400000,165.478
"Balears, Illes. Vivienda segunda mano. Índice. ",1680300000000,160.97
"Balears, Illes. Vivienda segunda mano. Índice. ",1672527600000,157.759
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1759269600000,2.0
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1751320800000,4.4
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1743458400000,4.4
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1735686000000,2.3
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1727733600000,1.5
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1719784800000,2.6
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1711922400000,2.5
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1704063600000,1.5
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1696111200000,-1.5
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1688162400000,2.8
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1680300000000,2.0
"Balears, Illes. Vivienda segunda mano. Variación trimestral. ",1672527600000,0.1
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1759269600000,13.7
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1751320800000,13.1
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1743458400000,11.2
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1735686000000,9.1
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1727733600000,8.3
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1719784800000,5.1
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1711922400000,5.3
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1704063600000,4.8
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1696111200000,3.4
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1688162400000,3.6
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1680300000000,2.7
"Balears, Illes. Vivienda segunda mano. Variación anual. ",1672527600000,3.8
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1759269600000,13.7
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1751320800000,11.4
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1743458400000,6.7
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1735686000000,2.3
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1727733600000,8.3
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1719784800000,6.7
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1711922400000,4.0
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1704063600000,1.5
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1696111200000,3.4
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1688162400000,5.0
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1680300000000,2.2
"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1672527600000,0.1
Canarias. General. Índice. ,1759269600000,178.512
Canarias. General. Índice. ,1751320800000,177.382
Canarias. General. Índice. ,1743458400000,173.589
Canarias. General. Índice. ,1735686000000,168.596
Canarias. General. Índice. ,1727733600000,160.865
Canarias. General. Índice. ,1719784800000,158.063
Canarias. General. Índice. ,1711922400000,155.476
Canarias. General. Índice. ,1704063600000,149.974
Canarias. General. Índice. ,1696111200000,145.446
Canarias. General. Índice. ,1688162400000,147.573
Canarias. General. Índice. ,1680300000000,143.283
Canarias. General. Índice. ,1672527600000,141.738
Canarias. General. Variación trimestral. ,1759269600000,0.6
Canarias. General. Variación trimestral. ,1751320800000,2.2
Canarias. General. Variación trimestral. ,1743458400000,3.0
Canarias. General. Variación trimestral. ,1735686000000,4.8
Canarias. General. Variación trimestral. ,1727733600000,1.8
Canarias. General. Variación trimestral. ,1719784800000,1.7
Canarias. General. Variación trimestral. ,1711922400000,3.7
Canarias. General. Variación trimestral. ,1704063600000,3.1
Canarias. General. Variación trimestral. ,1696111200000,-1.4
Canarias. General. Variación trimestral. ,1688162400000,3.0
Canarias. General. Variación trimestral. ,1680300000000,1.1
Canarias. General. Variación trimestral. ,1672527600000,1.9
Canarias. General. Variación anual. ,1759269600000,11.0
Canarias. General. Variación anual. ,1751320800000,12.2
Canarias. General. Variación anual. ,1743458400000,11.6
Canarias. General. Variación anual. ,1735686000000,12.4
Canarias. General. Variación anual. ,1727733600000,10.6
Canarias. General. Variación anual. ,1719784800000,7.1
Canarias. General. Variación anual. ,1711922400000,8.5
Canarias. General. Variación anual. ,1704063600000,5.8
Canarias. General. Variación anual. ,1696111200000,4.5
Canarias. General. Variación anual. ,1688162400000,6.6
Canarias. General. Variación anual. ,1680300000000,4.5
Canarias. General. Variación anual. ,1672527600000,5.5
Canarias. General. Variación en lo que va de año. ,1759269600000,11.0
Canarias. General. Variación en lo que va de año. ,1751320800000,10.3
Canarias. General. Variación en lo que va de año. ,1743458400000,7.9
Canarias. General. Variación en lo que va de año. ,1735686000000,4.8
Canarias. General. Variación en lo que va de año. ,1727733600000,10.6
Canarias. General. Variación en lo que va de año. ,1719784800000,8.7
Canarias. General. Variación en lo que va de año. ,1711922400000,6.9
Canarias. General. Variación en lo que va de año. ,1704063600000,3.1
Canarias. General. Variación en lo que va de año. ,1696111200000,4.5
Canarias. General. Variación en lo que va de año. ,1688162400000,6.1
Canarias. General. Variación en lo que va de año. ,1680300000000,3.0
Canarias. General. Variación en lo que va de año. ,1672527600000,1.9
Canarias. Vivienda nueva. Índice. ,1759269600000,201.012
Canarias. Vivienda nueva. Índice. ,1751320800000,205.75
Canarias. Vivienda nueva. Índice. ,1743458400000,202.339
Canarias. Vivienda nueva. Índice. ,1735686000000,197.51
Canarias. Vivienda nueva. Índice. ,1727733600000,183.331
Canarias. Vivienda nueva. Índice. ,1719784800000,183.024
Canarias. Vivienda nueva. Índice. ,1711922400000,182.831
Canarias. Vivienda nueva. Índice. ,1704063600000,175.464
Canarias. Vivienda nueva. Índice. ,1696111200000,161.845
Canarias. Vivienda nueva. Índice. ,1688162400000,166.338
Canarias. Vivienda nueva. Índice. ,1680300000000,165.165
Canarias. Vivienda nueva. Índice. ,1672527600000,163.023
Canarias. Vivienda nueva. Variación trimestral. ,1759269600000,-2.3
Canarias. Vivienda nueva. Variación trimestral. ,1751320800000,1.7
Canarias. Vivienda nueva. Variación trimestral. ,1743458400000,2.4
Canarias. Vivienda nueva. Variación trimestral. ,1735686000000,7.7
Canarias. Vivienda nueva. Variación trimestral. ,1727733600000,0.2
Canarias. Vivienda nueva. Variación trimestral. ,1719784800000,0.1
Canarias. Vivienda nueva. Variación trimestral. ,1711922400000,4.2
Canarias. Vivienda nueva. Variación trimestral. ,1704063600000,8.4
Canarias. Vivienda nueva. Variación trimestral. ,1696111200000,-2.7
Canarias. Vivienda nueva. Variación trimestral. ,1688162400000,0.7
Canarias. Vivienda nueva. Variación trimestral. ,1680300000000,1.3
Canarias. Vivienda nueva. Variación trimestral. ,1672527600000,5.8
Canarias. Vivienda nueva. Variación anual. ,1759269600000,9.6
Canarias. Vivienda nueva. Variación anual. ,1751320800000,12.4
Canarias. Vivienda nueva. Variación anual. ,1743458400000,10.7
Canarias. Vivienda nueva. Variación anual. ,1735686000000,12.6
Canarias. Vivienda nueva. Variación anual. ,1727733600000,13.3
Canarias. Vivienda nueva. Variación anual. ,1719784800000,10.0
Canarias. Vivienda nueva. Variación anual. ,1711922400000,10.7
Canarias. Vivienda nueva. Variación anual. ,1704063600000,7.6
Canarias. Vivienda nueva. Variación anual. ,1696111200000,5.1
Canarias. Vivienda nueva. Variación anual. ,1688162400000,11.3
Canarias. Vivienda nueva. Variación anual. ,1680300000000,14.0
Canarias. Vivienda nueva. Variación anual. ,1672527600000,11.0
Canarias. Vivienda nueva. Variación en lo que va de año. ,1759269600000,9.6
Canarias. Vivienda nueva. Variación en lo que va de año. ,1751320800000,12.2
Canarias. Vivienda nueva. Variación en lo que va de año. ,1743458400000,10.4
Canarias. Vivienda nueva. Variación en lo que va de año. ,1735686000000,7.7
Canarias. Vivienda nueva. Variación en lo que va de año. ,1727733600000,13.3
Canarias. Vivienda nueva. Variación en lo que va de año. ,1719784800000,13.1
Canarias. Vivienda nueva. Variación en lo que va de año. ,1711922400000,13.0
Canarias. Vivienda nueva. Variación en lo que va de año. ,1704063600000,8.4
Canarias. Vivienda nueva. Variación en lo que va de año. ,1696111200000,5.1
Canarias. Vivienda nueva. Variación en lo que va de año. ,1688162400000,8.0
Canarias. Vivienda nueva. Variación en lo que va de año. ,1680300000000,7.2
Canarias. Vivienda nueva. Variación en lo que va de año. ,1672527600000,5.8
Canarias. Vivienda segunda mano. Índice. ,1759269600000,176.519
Canarias. Vivienda segunda mano. Índice. ,1751320800000,175.021
Canarias. Vivienda segunda mano. Índice. ,1743458400000,171.217
Canarias. Vivienda segunda mano. Índice. ,1735686000000,166.229
Canarias. Vivienda segunda mano. Índice. ,1727733600000,158.93
Canarias. Vivienda segunda mano. Índice. ,1719784800000,155.936
Canarias. Vivienda segunda mano. Índice. ,1711922400000,153.165
Canarias. Vivienda segunda mano. Índice. ,1704063600000,147.815
Canarias. Vivienda segunda mano. Índice. ,1696111200000,144.003
Canarias. Vivienda segunda mano. Índice. ,1688162400000,145.94
Canarias. Vivienda segunda mano. Índice. ,1680300000000,141.405
Canarias. Vivienda segunda mano. Índice. ,1672527600000,139.91
Canarias. Vivienda segunda mano. Variación trimestral. ,1759269600000,0.9
Canarias. Vivienda segunda mano. Variación trimestral. ,1751320800000,2.2
Canarias. Vivienda segunda mano. Variación trimestral. ,1743458400000,3.0
Canarias. Vivienda segunda mano. Variación trimestral. ,1735686000000,4.6
Canarias. Vivienda segunda mano. Variación trimestral. ,1727733600000,1.9
Canarias. Vivienda segunda mano. Variación trimestral. ,1719784800000,1.8
Canarias. Vivienda segunda mano. Variación trimestral. ,1711922400000,3.6
Canarias. Vivienda segunda mano. Variación trimestral. ,1704063600000,2.6
Canarias. Vivienda segunda mano. Variación trimestral. ,1696111200000,-1.3
Canarias. Vivienda segunda mano. Variación trimestral. ,1688162400000,3.2
Canarias. Vivienda segunda mano. Variación trimestral. ,1680300000000,1.1
Canarias. Vivienda segunda mano. Variación trimestral. ,1672527600000,1.5
Canarias. Vivienda segunda mano. Variación anual. ,1759269600000,11.1
Canarias. Vivienda segunda mano. Variación anual. ,1751320800000,12.2
Canarias. Vivienda segunda mano. Variación anual. ,1743458400000,11.8
Canarias. Vivienda segunda mano. Variación anual. ,1735686000000,12.5
Canarias. Vivienda segunda mano. Variación anual. ,1727733600000,10.4
Canarias. Vivienda segunda mano. Variación anual. ,1719784800000,6.8
Canarias. Vivienda segunda mano. Variación anual. ,1711922400000,8.3
Canarias. Vivienda segunda mano. Variación anual. ,1704063600000,5.7
Canarias. Vivienda segunda mano. Variación anual. ,1696111200000,4.5
Canarias. Vivienda segunda mano. Variación anual. ,1688162400000,6.2
Canarias. Vivienda segunda mano. Variación anual. ,1680300000000,3.7
Canarias. Vivienda segunda mano. Variación anual. ,1672527600000,5.0
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1759269600000,11.1
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1751320800000,10.1
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1743458400000,7.7
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1735686000000,4.6
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1727733600000,10.4
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1719784800000,8.3
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1711922400000,6.4
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1704063600000,2.6
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1696111200000,4.5
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1688162400000,5.9
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1680300000000,2.6
Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1672527600000,1.5
Cantabria. General. Índice. ,1759269600000,183.432
Cantabria. General. Índice. ,1751320800000,179.33
Cantabria. General. Índice. ,1743458400000,171.527
Cantabria. General. Índice. ,1735686000000,165.005
Cantabria. General. Índice. ,1727733600000,161.488
Cantabria. General. Índice. ,1719784800000,159.264
Cantabria. General. Índice. ,1711922400000,154.782
Cantabria. General. Índice. ,1704063600000,149.716
Cantabria. General. Índice. ,1696111200000,144.492
Cantabria. General. Índice. ,1688162400000,146.299
Cantabria. General. Índice. ,1680300000000,142.467
Cantabria. General. Índice. ,1672527600000,140.174
Cantabria. General. Variación trimestral. ,1759269600000,2.3
Cantabria. General. Variación trimestral. ,1751320800000,4.5
Cantabria. General. Variación trimestral. ,1743458400000,4.0
Cantabria. General. Variación trimestral. ,1735686000000,2.2
Cantabria. General. Variación trimestral. ,1727733600000,1.4
Cantabria. General. Variación trimestral. ,1719784800000,2.9
Cantabria. General. Variación trimestral. ,1711922400000,3.4
Cantabria. General. Variación trimestral. ,1704063600000,3.6
Cantabria. General. Variación trimestral. ,1696111200000,-1.2
Cantabria. General. Variación trimestral. ,1688162400000,2.7
Cantabria. General. Variación trimestral. ,1680300000000,1.6
Cantabria. General. Variación trimestral. ,1672527600000,1.2
Cantabria. General. Variación anual. ,1759269600000,13.6
Cantabria. General. Variación anual. ,1751320800000,12.6
Cantabria. General. Variación anual. ,1743458400000,10.8
Cantabria. General. Variación anual. ,1735686000000,10.2
Cantabria. General. Variación anual. ,1727733600000,11.8
Cantabria. General. Variación anual. ,1719784800000,8.9
Cantabria. General. Variación anual. ,1711922400000,8.6
Cantabria. General. Variación anual. ,1704063600000,6.8
Cantabria. General. Variación anual. ,1696111200000,4.3
Cantabria. General. Variación anual. ,1688162400000,5.9
Cantabria. General. Variación anual. ,1680300000000,4.7
Cantabria. General. Variación anual. ,1672527600000,5.6
Cantabria. General. Variación en lo que va de año. ,1759269600000,13.6
Cantabria. General. Variación en lo que va de año. ,1751320800000,11.0
Cantabria. General. Variación en lo que va de año. ,1743458400000,6.2
Cantabria. General. Variación en lo que va de año. ,1735686000000,2.2
Cantabria. General. Variación en lo que va de año. ,1727733600000,11.8
Cantabria. General. Variación en lo que va de año. ,1719784800000,10.2
Cantabria. General. Variación en lo que va de año. ,1711922400000,7.1
Cantabria. General. Variación en lo que va de año. ,1704063600000,3.6
Cantabria. General. Variación en lo que va de año. ,1696111200000,4.3
Cantabria. General. Variación en lo que va de año. ,1688162400000,5.6
Cantabria. General. Variación en lo que va de año. ,1680300000000,2.9
Cantabria. General. Variación en lo que va de año. ,1672527600000,1.2
Cantabria. Vivienda nueva. Índice. ,1759269600000,195.102
Cantabria. Vivienda nueva. Índice. ,1751320800000,192.417
Cantabria. Vivienda nueva. Índice. ,1743458400000,187.66
Cantabria. Vivienda nueva. Índice. ,1735686000000,182.409
Cantabria. Vivienda nueva. Índice. ,1727733600000,178.067
Cantabria. Vivienda nueva. Índice. ,1719784800000,179.09
Cantabria. Vivienda nueva. Índice. ,1711922400000,178.045
Cantabria. Vivienda nueva. Índice. ,1704063600000,170.552
Cantabria. Vivienda nueva. Índice. ,1696111200000,157.252
Cantabria. Vivienda nueva. Índice. ,1688162400000,160.281
Cantabria. Vivienda nueva. Índice. ,1680300000000,154.559
Cantabria. Vivienda nueva. Índice. ,1672527600000,152.443
Cantabria. Vivienda nueva. Variación trimestral. ,1759269600000,1.4
Cantabria. Vivienda nueva. Variación trimestral. ,1751320800000,2.5
Cantabria. Vivienda nueva. Variación trimestral. ,1743458400000,2.9
Cantabria. Vivienda nueva. Variación trimestral. ,1735686000000,2.4
Cantabria. Vivienda nueva. Variación trimestral. ,1727733600000,-0.6
Cantabria. Vivienda nueva. Variación trimestral. ,1719784800000,0.6
Cantabria. Vivienda nueva. Variación trimestral. ,1711922400000,4.4
Cantabria. Vivienda nueva. Variación trimestral. ,1704063600000,8.5
Cantabria. Vivienda nueva. Variación trimestral. ,1696111200000,-1.9
Cantabria. Vivienda nueva. Variación trimestral. ,1688162400000,3.7
Cantabria. Vivienda nueva. Variación trimestral. ,1680300000000,1.4
Cantabria. Vivienda nueva. Variación trimestral. ,1672527600000,5.0
Cantabria. Vivienda nueva. Variación anual. ,1759269600000,9.6
Cantabria. Vivienda nueva. Variación anual. ,1751320800000,7.4
Cantabria. Vivienda nueva. Variación anual. ,1743458400000,5.4
Cantabria. Vivienda nueva. Variación anual. ,1735686000000,7.0
Cantabria. Vivienda nueva. Variación anual. ,1727733600000,13.2
Cantabria. Vivienda nueva. Variación anual. ,1719784800000,11.7
Cantabria. Vivienda nueva. Variación anual. ,1711922400000,15.2
Cantabria. Vivienda nueva. Variación anual. ,1704063600000,11.9
Cantabria. Vivienda nueva. Variación anual. ,1696111200000,8.3
Cantabria. Vivienda nueva. Variación anual. ,1688162400000,14.1
Cantabria. Vivienda nueva. Variación anual. ,1680300000000,13.4
Cantabria. Vivienda nueva. Variación anual. ,1672527600000,10.5
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1759269600000,9.6
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1751320800000,8.1
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1743458400000,5.4
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1735686000000,2.4
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1727733600000,13.2
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1719784800000,13.9
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1711922400000,13.2
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1704063600000,8.5
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1696111200000,8.3
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1688162400000,10.4
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1680300000000,6.5
Cantabria. Vivienda nueva. Variación en lo que va de año. ,1672527600000,5.0
Cantabria. Vivienda segunda mano. Índice. ,1759269600000,181.682
Cantabria. Vivienda segunda mano. Índice. ,1751320800000,177.423
Cantabria. Vivienda segunda mano. Índice. ,1743458400000,169.28
Cantabria. Vivienda segunda mano. Índice. ,1735686000000,162.622
Cantabria. Vivienda segunda mano. Índice. ,1727733600000,159.21
Cantabria. Vivienda segunda mano. Índice. ,1719784800000,156.518
Cantabria. Vivienda segunda mano. Índice. ,1711922400000,151.539
Cantabria. Vivienda segunda mano. Índice. ,1704063600000,146.818
Cantabria. Vivienda segunda mano. Índice. ,1696111200000,142.752
Cantabria. Vivienda segunda mano. Índice. ,1688162400000,144.379
Cantabria. Vivienda segunda mano. Índice. ,1680300000000,140.824
Cantabria. Vivienda segunda mano. Índice. ,1672527600000,138.501
Cantabria. Vivienda segunda mano. Variación trimestral. ,1759269600000,2.4
Cantabria. Vivienda segunda mano. Variación trimestral. ,1751320800000,4.8
Cantabria. Vivienda segunda mano. Variación trimestral. ,1743458400000,4.1
Cantabria. Vivienda segunda mano. Variación trimestral. ,1735686000000,2.1
Cantabria. Vivienda segunda mano. Variación trimestral. ,1727733600000,1.7
Cantabria. Vivienda segunda mano. Variación trimestral. ,1719784800000,3.3
Cantabria. Vivienda segunda mano. Variación trimestral. ,1711922400000,3.2
Cantabria. Vivienda segunda mano. Variación trimestral. ,1704063600000,2.8
Cantabria. Vivienda segunda mano. Variación trimestral. ,1696111200000,-1.1
Cantabria. Vivienda segunda mano. Variación trimestral. ,1688162400000,2.5
Cantabria. Vivienda segunda mano. Variación trimestral. ,1680300000000,1.7
Cantabria. Vivienda segunda mano. Variación trimestral. ,1672527600000,0.6
Cantabria. Vivienda segunda mano. Variación anual. ,1759269600000,14.1
Cantabria. Vivienda segunda mano. Variación anual. ,1751320800000,13.4
Cantabria. Vivienda segunda mano. Variación anual. ,1743458400000,11.7
Cantabria. Vivienda segunda mano. Variación anual. ,1735686000000,10.8
Cantabria. Vivienda segunda mano. Variación anual. ,1727733600000,11.5
Cantabria. Vivienda segunda mano. Variación anual. ,1719784800000,8.4
Cantabria. Vivienda segunda mano. Variación anual. ,1711922400000,7.6
Cantabria. Vivienda segunda mano. Variación anual. ,1704063600000,6.0
Cantabria. Vivienda segunda mano. Variación anual. ,1696111200000,3.7
Cantabria. Vivienda segunda mano. Variación anual. ,1688162400000,4.7
Cantabria. Vivienda segunda mano. Variación anual. ,1680300000000,3.5
Cantabria. Vivienda segunda mano. Variación anual. ,1672527600000,4.8
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1759269600000,14.1
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1751320800000,11.4
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1743458400000,6.3
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1735686000000,2.1
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1727733600000,11.5
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1719784800000,9.6
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1711922400000,6.2
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1704063600000,2.8
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1696111200000,3.7
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1688162400000,4.9
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1680300000000,2.3
Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1672527600000,0.6
Castilla y León. General. Índice. ,1759269600000,166.611
Castilla y León. General. Índice. ,1751320800000,162.037
Castilla y León. General. Índice. ,1743458400000,157.423
Castilla y León. General. Índice. ,1735686000000,150.79
Castilla y León. General. Índice. ,1727733600000,144.488
Castilla y León. General. Índice. ,1719784800000,141.613
Castilla y León. General. Índice. ,1711922400000,138.609
Castilla y León. General. Índice. ,1704063600000,134.114
Castilla y León. General. Índice. ,1696111200000,130.679
Castilla y León. General. Índice. ,1688162400000,131.138
Castilla y León. General. Índice. ,1680300000000,129.698
Castilla y León. General. Índice. ,1672527600000,126.637
Castilla y León. General. Variación trimestral. ,1759269600000,2.8
Castilla y León. General. Variación trimestral. ,1751320800000,2.9
Castilla y León. General. Variación trimestral. ,1743458400000,4.4
Castilla y León. General. Variación trimestral. ,1735686000000,4.4
Castilla y León. General. Variación trimestral. ,1727733600000,2.0
Castilla y León. General. Variación trimestral. ,1719784800000,2.2
Castilla y León. General. Variación trimestral. ,1711922400000,3.4
Castilla y León. General. Variación trimestral. ,1704063600000,2.6
Castilla y León. General. Variación trimestral. ,1696111200000,-0.3
Castilla y León. General. Variación trimestral. ,1688162400000,1.1
Castilla y León. General. Variación trimestral. ,1680300000000,2.4
Castilla y León. General. Variación trimestral. ,1672527600000,0.3
Castilla y León. General. Variación anual. ,1759269600000,15.3
Castilla y León. General. Variación anual. ,1751320800000,14.4
Castilla y León. General. Variación anual. ,1743458400000,13.6
Castilla y León. General. Variación anual. ,1735686000000,12.4
Castilla y León. General. Variación anual. ,1727733600000,10.6
Castilla y León. General. Variación anual. ,1719784800000,8.0
Castilla y León. General. Variación anual. ,1711922400000,6.9
Castilla y León. General. Variación anual. ,1704063600000,5.9
Castilla y León. General. Variación anual. ,1696111200000,3.5
Castilla y León. General. Variación anual. ,1688162400000,2.5
Castilla y León. General. Variación anual. ,1680300000000,2.8
Castilla y León. General. Variación anual. ,1672527600000,2.5
Castilla y León. General. Variación en lo que va de año. ,1759269600000,15.3
Castilla y León. General. Variación en lo que va de año. ,1751320800000,12.1
Castilla y León. General. Variación en lo que va de año. ,1743458400000,9.0
Castilla y León. General. Variación en lo que va de año. ,1735686000000,4.4
Castilla y León. General. Variación en lo que va de año. ,1727733600000,10.6
Castilla y León. General. Variación en lo que va de año. ,1719784800000,8.4
